date,total_supply,USDT,USDC
2025-08-13,270564179346.0,164578283964.0,66204397439.0
2025-08-14,272041123021.0,165087257083.0,66807090008.0
2025-08-15,273862048384.0,166150657095.0,67551596014.0
2025-08-16,275190617815.0,166328383729.0,67931397144.0
2025-08-17,275133054979.0,166328383729.0,67931397144.0
2025-08-18,276322473876.0,167006860890.0,67909546656.0
2025-08-19,276354850457.0,167167996960.0,67875713246.0
2025-08-20,276314942987.0,167271227574.0,67470520222.0
2025-08-21,276570652950.0,167271227574.0,67470520222.0
2025-08-22,275638595196.0,166921867399.0,66676060318.0
2025-08-23,275518160736.0,166921867399.0,66676060318.0
2025-08-24,276817264828.0,167101537709.0,67172441165.0
2025-08-25,276852719657.0,167221537708.0,67093456087.0
2025-08-26,278728742750.0,167238333460.0,68727991544.0
2025-08-27,278821317178.0,167217333459.0,68818681688.0
2025-08-28,279546211669.0,167383925958.0,69123274262.0
2025-08-29,281952287341.0,168429502725.0,70391528233.0
2025-08-30,282092041420.0,167600371918.0,71373163040.0
2025-08-31,282455422064.0,168005950273.0,71341964049.0
2025-09-01,283198469797.0,167960422397.0,72049974781.0
2025-09-02,283207635146.0,167981863668.0,71861411606.0
2025-09-03,282352680267.0,166871763653.0,72106640210.0
2025-09-04,284187053743.0,168285427737.0,72281330956.0
2025-09-05,286824546103.0,170586184029.0,72238076383.0
2025-09-06,285276738477.0,168825084008.0,72235878046.0
2025-09-07,285314142701.0,168825084007.0,72206302689.0
2025-09-08,285099845480.0,168825084004.0,72145141960.0
2025-09-09,285259164071.0,168877363164.0,72185877168.0
2025-09-10,285743310736.0,169048563162.0,72287339631.0
2025-09-11,285856733573.0,169411163153.0,71921402310.0
2025-09-12,286478581003.0,169513361626.0,72029014385.0
2025-09-13,287855815071.0,170102454965.0,72595950971.0
2025-09-14,288557236535.0,170364871683.0,72785742036.0
2025-09-15,288772543073.0,170178989121.0,72800537352.0
2025-09-16,289083896599.0,170624947838.0,72764259852.0
2025-09-17,289889368207.0,170903775343.0,73207475527.0
2025-09-18,290052765930.0,171220679162.0,73172467819.0
2025-09-19,291191569215.0,171395619409.0,74010712386.0
2025-09-20,291961969133.0,172019220193.0,73758281551.0
2025-09-21,292163679353.0,172279220193.0,73574557395.0
2025-09-22,292005987557.0,171971462933.0,73642796157.0
2025-09-23,293050134112.0,172687580334.0,73760589980.0
2025-09-24,293672353068.0,173008506231.0,73622311311.0
2025-09-25,294698749778.0,173336087144.0,73729893288.0
2025-09-26,294677488255.0,173404033837.0,73707162652.0
2025-09-27,295600465031.0,174168318428.0,73514538066.0
2025-09-28,295850355224.0,174376743851.0,73436316750.0
2025-09-29,296001814079.0,174335617850.0,73347331002.0
2025-09-30,296827029181.0,174592531943.0,73214277372.0
2025-10-01,298222463951.0,174875230173.0,73642961212.0
2025-10-02,298830783233.0,175465763402.0,73777519907.0
2025-10-03,300209137494.0,176151363391.0,74099214899.0
2025-10-04,301816433430.0,176615965939.0,75183499356.0
2025-10-05,302193493139.0,176994189391.0,75105831548.0
2025-10-06,301884118327.0,176876946043.0,74912337284.0
2025-10-07,302526030483.0,177383766513.0,75148679444.0
2025-10-08,303174975040.0,177877724056.0,75341515749.0
2025-10-09,303260617633.0,178046224055.0,75310826205.0
2025-10-10,302990278440.0,177415123608.0,75331286725.0
2025-10-11,303657260350.0,179046344878.0,74782003364.0
2025-10-12,303274830329.0,179864638049.0,75137167003.0
2025-10-13,303335273920.0,179989018048.0,75282039353.0
2025-10-14,304293856179.0,180122114669.0,75351059407.0
2025-10-15,305491053423.0,180573124485.0,75860518084.0
2025-10-16,306367537752.0,181293478152.0,75680208026.0
2025-10-17,306388117255.0,181413378149.0,75681558830.0
2025-10-18,306511742218.0,181627031669.0,75728951658.0
2025-10-19,306524531723.0,181833031406.0,75641628357.0
2025-10-20,306824821294.0,181834571467.0,75613370819.0
2025-10-21,306760248698.0,182026317119.0,75824634449.0
2025-10-22,308038653351.0,182533617116.0,76306245382.0
2025-10-23,307414873841.0,182467850715.0,76054020114.0
2025-10-24,307454164257.0,182725366353.0,76037162295.0
2025-10-25,308052954458.0,183034945595.0,75996678803.0
2025-10-26,307853293461.0,183030712256.0,75884447544.0
2025-10-27,307721904349.0,183132999190.0,75832109356.0
2025-10-28,307347068027.0,183191016851.0,75687574209.0
2025-10-29,307534105696.0,183418916842.0,75767724438.0
2025-10-30,306993925608.0,183364985897.0,75839252919.0
2025-10-31,306754593972.0,183363406166.0,75561827029.0
2025-11-01,306540878435.0,183417069851.0,75522646181.0
2025-11-02,306661076803.0,183477069850.0,75496535300.0
2025-11-03,306630532615.0,183567064850.0,75336932985.0
2025-11-04,306456729706.0,183562064846.0,74976036923.0
2025-11-05,305309972454.0,183334272915.0,74650691250.0
2025-11-06,305354986221.0,183524336772.0,74803089779.0
2025-11-07,305115332713.0,183421456118.0,74920844018.0
2025-11-08,305531006170.0,183636808748.0,75414201438.0
2025-11-09,305034209028.0,183443867184.0,75262040367.0
2025-11-10,305008318856.0,183443867160.0,75278195173.0
2025-11-11,305213719410.0,183471337794.0,75548040755.0
2025-11-12,305314524285.0,183558450276.0,75513232607.0
2025-11-13,305546499723.0,184167697723.0,75488730268.0
2025-11-14,304347692300.0,184038597717.0,75039053895.0
2025-11-15,303647743188.0,183997701199.0,74512961425.0
2025-11-16,303485359177.0,184021451196.0,74386582866.0
2025-11-17,303337718917.0,184013950770.0,74344757165.0
2025-11-18,302912683118.0,184004050756.0,74353102162.0
2025-11-19,302980187846.0,183859084400.0,74378487507.0
2025-11-20,302796517661.0,183868329147.0,74127103178.0
2025-11-21,302525457356.0,184757890184.0,73329673348.0
2025-11-22,302209284181.0,184556081188.0,73590490103.0
2025-11-23,302342893823.0,184563479971.0,73583121468.0
2025-11-24,302118248188.0,184373921964.0,73519809773.0
2025-11-25,303207252896.0,184520644518.0,74310233035.0
2025-11-26,303931208224.0,184507212685.0,74764041712.0
2025-11-27,304905171848.0,184539966838.0,75502521029.0
2025-11-28,305275991334.0,184540266673.0,75731063225.0
2025-11-29,305822184169.0,184590594407.0,76232241210.0
2025-11-30,305853140887.0,184578594365.0,76261384667.0
2025-12-01,305723101368.0,184578594363.0,76112349840.0
2025-12-02,306522915842.0,184559976578.0,77002074502.0
2025-12-03,307092352380.0,184661571286.0,77376936826.0
2025-12-04,307292798144.0,185275678813.0,77574727817.0
2025-12-05,307678497213.0,185489666066.0,77626613205.0
2025-12-06,307974398680.0,185671557706.0,77822254378.0
2025-12-07,307859046822.0,185605589591.0,77781643287.0
2025-12-08,307871279833.0,185620700098.0,77761395823.0
2025-12-09,308305796414.0,185694296048.0,78138457954.0
2025-12-10,308521103672.0,186165611819.0,78095651209.0
2025-12-11,308450432660.0,186085477252.0,78185014861.0
2025-12-12,309389579845.0,186124222838.0,78567461160.0
2025-12-13,309466599973.0,186227170549.0,78423998790.0
2025-12-14,309431112922.0,186224670549.0,78355359299.0
2025-12-15,309332502202.0,186224670548.0,78310744099.0
2025-12-16,309185066433.0,186314670545.0,78208036258.0
2025-12-17,309054101767.0,186299880874.0,78165831999.0
2025-12-18,309132487314.0,186293380860.0,77983298164.0
2025-12-19,308395276006.0,186248060817.0,77341285321.0
2025-12-20,308850102933.0,186367744185.0,77117379270.0
2025-12-21,309787763399.0,186797744183.0,77073197863.0
2025-12-22,308701121830.0,186797744182.0,77028439292.0
2025-12-23,308833938816.0,186880324181.0,77064482833.0
2025-12-24,308593604082.0,187100147046.0,76839734256.0
2025-12-25,308132782561.0,186863540033.0,76561361608.0
2025-12-26,308206557548.0,186861373315.0,76473668777.0
2025-12-27,308101483824.0,186852272294.0,76452764619.0
2025-12-28,308003030895.0,186800272292.0,76372786121.0
2025-12-29,307958922555.0,186800272291.0,76270278647.0
2025-12-30,307900738785.0,187303272279.0,76007865440.0
2025-12-31,307671560031.0,187311388515.0,76003970103.0
2026-01-01,306776252203.0,187261227273.0,75312364733.0
2026-01-02,306461457901.0,187074832375.0,75132503398.0
2026-01-03,307246646875.0,187214832372.0,75288915416.0
2026-01-04,307266097440.0,187083832372.0,75306641558.0
2026-01-05,307417322935.0,187083832369.0,75375012020.0
2026-01-06,308013646626.0,187293532611.0,75666723343.0
2026-01-07,307712872451.0,187067881365.0,75482167416.0
2026-01-08,307409130079.0,187068870349.0,75069992350.0
2026-01-09,307174069862.0,186177870330.0,74923084420.0
2026-01-10,307456372051.0,186939883564.0,74632467209.0
2026-01-11,307585147170.0,187045563563.0,74596182890.0
2026-01-12,307508855674.0,186939883553.0,74558603100.0
2026-01-13,306849498507.0,186906829735.0,73977140735.0
2026-01-14,308058652347.0,186821887714.0,74878925568.0
2026-01-15,309016023579.0,186790391342.0,75687822294.0
2026-01-16,310085365901.0,186679205004.0,76621049108.0
2026-01-17,310740999748.0,186660995531.0,77119711944.0
2026-01-18,310821435829.0,186660995511.0,77031538927.0
2026-01-19,310879840727.0,186964415062.0,76768398593.0
2026-01-20,310839123998.0,186972526151.0,76437212516.0
2026-01-21,308882687793.0,186985577484.0,74497118677.0
2026-01-22,308522472319.0,186886791640.0,74226424810.0
2026-01-23,308066823411.0,186891791639.0,73636751175.0
2026-01-24,308529826820.0,186870822577.0,72936917936.0
2026-01-25,308595479984.0,186870822575.0,72559398810.0
2026-01-26,308546779742.0,186855914873.0,72382705488.0
2026-01-27,308038522584.0,186508591426.0,72032645906.0
2026-01-28,307476652723.0,186398204268.0,71539998624.0
2026-01-29,307276183209.0,186303395123.0,71294078029.0
2026-01-30,305785805039.0,185817215159.0,70250401831.0
2026-01-31,305016061414.0,185577215258.0,70020388978.0
2026-02-01,304748913528.0,185342539535.0,70086068463.0
2026-02-02,304868784328.0,185398845864.0,70338001812.0
2026-02-03,305035172960.0,185300658701.0,70715185226.0
2026-02-04,305623490537.0,185161878190.0,70860356564.0
2026-02-05,305858179531.0,185685527539.0,70786876510.0
2026-02-06,304919360410.0,185261468141.0,70551319297.0
2026-02-07,305276765643.0,183583056218.0,72568034111.0
2026-02-08,305485183999.0,183456556217.0,72719099879.0
2026-02-09,306684853368.0,184542486578.0,72846879535.0
2026-02-10,306577334475.0,184487425874.0,73035841605.0
2026-02-11,306470241308.0,184363356800.0,73213052012.0
2026-02-12,306208176878.0,183990423483.0,73354762682.0
2026-02-13,305943754793.0,183916921483.0,73257305055.0
2026-02-14,306709187672.0,183786298904.0,73560911040.0
2026-02-15,306826994454.0,183781798903.0,73577053407.0
2026-02-16,306947726215.0,183747148903.0,73704128354.0
2026-02-17,307194835812.0,183721226771.0,73740960376.0
2026-02-18,306966784526.0,183710926769.0,73559763039.0
2026-02-19,307214549860.0,183711211231.0,73634544689.0
2026-02-20,307205851625.0,183708077229.0,73794951760.0
2026-02-21,306766945173.0,182601277225.0,74504560630.0
2026-02-22,306704871076.0,182621277216.0,74407823468.0
2026-02-23,307679562711.0,183593577216.0,74469491105.0
2026-02-24,307578720102.0,183600237166.0,74776633616.0
2026-02-25,307638280255.0,183623080164.0,74995415843.0
2026-02-26,308248563012.0,183657380162.0,75430875769.0
2026-02-27,307966392585.0,183449012069.0,75341602829.0
2026-02-28,308171933552.0,183566910286.0,75294578206.0
2026-03-01,308356985552.0,183481912039.0,75226382817.0
2026-03-02,308169956697.0,183603207038.0,75229952120.0
2026-03-03,309063308216.0,183647207037.0,75927178288.0
2026-03-04,309316971480.0,183682010410.0,76379844350.0
2026-03-05,310230686608.0,183867859980.0,77051592582.0
2026-03-06,311325015296.0,184001159386.0,77210083386.0
2026-03-07,311483895833.0,183939734587.0,77392088634.0
2026-03-08,311462759580.0,183939734585.0,77301689983.0
2026-03-09,311624219347.0,183878877627.0,77287342089.0
2026-03-10,312865168913.0,184094103543.0,78255879302.0
2026-03-11,313148708303.0,183859471310.0,78732373891.0
2026-03-12,313455629720.0,183929240437.0,78801464378.0
2026-03-13,313853757049.0,183959859223.0,78940784292.0
2026-03-14,314307334399.0,183981656765.0,79248572784.0
2026-03-15,314262989254.0,184001656763.0,79215217975.0
2026-03-16,314252687152.0,184001656762.0,79189828626.0
2026-03-17,314300137199.0,184040242955.0,79300344318.0
2026-03-18,314618659220.0,184061441677.0,79625059847.0
2026-03-19,313966629739.0,183294383734.0,79412405972.0
2026-03-20,314561908893.0,184152626358.0,79262014410.0
2026-03-21,314512928279.0,184151626357.0,79097935711.0
2026-03-22,314776296467.0,184200486118.0,79043679832.0
2026-03-23,314613340686.0,184154286014.0,79014808343.0
2026-03-24,314120014729.0,184152675122.0,78688051771.0
2026-03-25,314394739064.0,184197857195.0,78702027979.0
2026-03-26,314559010967.0,184185892777.0,78702307580.0
2026-03-27,314088057319.0,184184487538.0,78105931879.0
2026-03-28,313786032736.0,184166309525.0,77744257277.0
2026-03-29,313715212583.0,184166309523.0,77691200701.0
2026-03-30,314023371055.0,184166309516.0,77613255450.0
2026-03-31,314329476534.0,184191337488.0,77385924342.0
