date,spread,vix,supply_total,dln_supply,velocity,dln_row_equity,theta,liq_buffer,dln_supply_pos,dln_supply_neg,L_x_dlns,L_x_dlns_pos,L_x_dlns_neg
2023-04-30,0.3109410000000001,17.679333333333332,130.119248045,-0.012352989574952566,0.002242834488523274,0.030933069774011557,0.6247563780214086,0.13134360181182902,0.0,-0.012352989574952566,-0.001622486143918245,0.0,-0.001622486143918245
2023-05-31,0.3655751612903225,17.53516129032258,129.251147138,-0.006693933962110599,0.0010150560369618325,0.026521786348434606,0.638811176442906,0.12886645005508288,0.0,-0.006693933962110599,-0.0008626235066003484,0.0,-0.0008626235066003484
2023-06-30,0.2179943333333334,13.963,128.041538251,-0.009402659830400673,0.0014289717736521888,0.03714782051090326,0.6482103582412606,0.12568336954810383,0.0,-0.009402659830400673,-0.001181757970199359,0.0,-0.001181757970199359
2023-07-31,0.20801548387096758,13.869677419354838,125.579617586,-0.019414768362139512,0.0012279766303927601,0.09251015832584741,0.6649839819479555,0.1249846237104193,0.0,-0.019414768362139512,-0.0024265475181669605,0.0,-0.0024265475181669605
2023-08-31,0.15386709677419344,15.950967741935484,125.172063399,-0.00325066252220374,0.0017392695325075093,-0.05826219713406777,0.6765931956669685,0.12326220270365011,0.0,-0.00325066252220374,-0.0004006838227330359,0.0,-0.0004006838227330359
2023-09-30,0.09049833333333325,15.066666666666666,123.808695709,-0.01095170021721703,0.001063622390205031,-0.023771313158466256,0.687225599043452,0.12146851363597838,0.0,-0.01095170021721703,-0.0013302867471721744,0.0,-0.0013302867471721744
2023-10-31,0.024584516129032185,19.114516129032257,124.256348804,0.0036091629258629965,0.0015750726560656728,-0.048222735501948666,0.6953856965178428,0.11587297815136798,0.0036091629258629965,0.0,0.0004182044568532503,0.0004182044568532503,0.0
2023-11-30,-0.0746970000000001,13.97,128.107869026,0.030525875104999045,0.0010840657462478434,0.1514323723658113,0.703982972039238,0.11091379271615895,0.030525875104999045,0.0,0.0033857405838752207,0.0033857405838752207,0.0
2023-12-31,-0.11371935483870967,12.673548387096774,130.372968399,0.01752669465934975,0.001481167610052685,0.05275624986551586,0.7124441772805509,0.10603309700126547,0.01752669465934975,0.0,0.0018584097149263936,0.0018584097149263936,0.0
2024-01-31,-0.1368838709677421,13.29741935483871,135.216096449,0.03647488264787224,0.002255741323029947,0.01337113037534543,0.6054871436405002,0.09132823163176486,0.03647488264787224,0.0,0.0033311865312063167,0.0033311865312063167,0.0
2024-02-29,-0.11985172413793106,13.90103448275862,140.355180928,0.03730200337165268,0.0011172259219431656,0.0322550498908214,0.625243189574311,0.08161144674309347,0.03730200337165268,0.0,0.0030442704615763257,0.0030442704615763257,0.0
2024-03-31,-0.11487451612903192,13.723225806451614,150.123801238,0.06728407880655496,0.0022463071326751256,0.03436134954843029,0.6266817736668814,0.0777883365486427,0.06728407880655496,0.0,0.005233916566569695,0.005233916566569695,0.0
2024-04-30,-0.1055936666666665,16.306333333333335,159.811387207,0.06253399463516729,0.004907988768915164,-0.0399675436484932,0.6201749241918617,0.0682000419754227,0.06253399463516729,0.0,0.004264821059009267,0.004264821059009267,0.0
2024-05-31,-0.09470935483870978,12.911935483870968,160.756795967,0.005898348935170716,0.0011994738725653366,0.08675304319425203,0.6363008320415846,0.06901322558951724,0.005898348935170716,0.0,0.0004070640856686254,0.0004070640856686254,0.0
2024-06-30,-0.10904666666666636,12.674000000000001,161.920144141,0.0072106374513865035,0.0010513804065014104,-0.03588957650749691,0.6338509162111396,0.06960944065891672,0.0072106374513865035,0.0,0.0005019284397852513,0.0005019284397852513,0.0
2024-07-31,-0.1558948387096773,14.396774193548387,164.800237484,0.017630782220454222,0.0016664535406146375,0.0730325601759958,0.6554045556643862,0.06897938306090576,0.017630782220454222,0.0,0.0012161604804481183,0.0012161604804481183,0.0
2024-08-31,-0.3182874193548386,18.990645161290324,170.896605928,0.0363246714180141,0.001478813003427152,0.05397011892874204,0.6842822407740883,0.06885717110768845,0.0363246714180141,0.0,0.002501214115260757,0.002501214115260757,0.0
2024-09-30,-0.6272646666666667,17.667666666666666,173.89963997,0.017419621094283855,0.0011870300810473348,-0.02439391411457148,0.7111345267809709,0.0681046567380336,0.017419621094283855,0.0,0.0011863573151328112,0.0011863573151328112,0.0
2024-10-31,-0.7105587096774192,19.843870967741935,174.075701279,0.0010119183927894682,0.0012163880666562486,-0.010918898647304776,0.68711245970459,0.07133572741165174,0.0010119183927894682,0.0,7.218593463086623e-05,7.218593463086623e-05,0.0
2024-11-30,-0.6132633333333334,16.207666666666668,195.739878395,0.11729635731658039,0.0035201225064936527,-0.0169015113283284,0.642467799945908,0.07174545528432795,0.11729635731658039,0.0,0.008415480558871272,0.008415480558871272,0.0
2024-12-31,-0.5210938709677418,15.57258064516129,206.535875772,0.05368750312370363,0.0028314803740270757,-0.028534173921451966,0.6054584840540262,0.07256391397373135,0.05368750312370363,0.0,0.0038957753581328634,0.0038957753581328634,0.0
2025-01-31,-0.39328451612903226,16.746129032258064,218.908362807,0.0581790777136586,0.003184865089654112,0.034697466238675645,0.6068162500353166,0.06573786683676855,0.0581790777136586,0.0,0.0038245684634264977,0.0038245684634264977,0.0
2025-02-28,-0.24442892857142856,16.830714285714286,225.88701737,0.03138174355040402,0.0021463848477370202,-0.015182547496094045,0.6032995816494593,0.06814147005663733,0.03138174355040402,0.0,0.002138398138464927,0.002138398138464927,0.0
2025-03-31,-0.18161516129032243,21.615161290322582,234.876698491,0.03902573804782872,0.0021625560899219453,0.01661907010309882,0.605797259468113,0.06354479794538481,0.03902573804782872,0.0,0.002479882638918792,0.002479882638918792,0.0
2025-04-30,-0.1490186666666667,32.522,241.735636637,0.028784029275139567,0.001540318979773239,-0.01886911417733028,0.6029264384180338,0.06505769909118636,0.028784029275139567,0.0,0.0018726227152139289,0.0018726227152139289,0.0
2025-05-31,-0.11321741935483882,20.547096774193548,246.714795484,0.020388276873895883,0.0016088469960138425,0.10424807446463724,0.616187859900745,0.06692493467465611,0.020388276873895883,0.0,0.001364484097914284,0.001364484097914284,0.0
2025-06-30,-0.11028666666666667,18.470000000000002,252.521562378,0.023263645301536684,0.001590884898384557,0.009324158681017991,0.6071403336268167,0.06778771523739231,0.023263645301536684,0.0,0.0015769893630842684,0.0015769893630842684,0.0
2025-07-31,-0.09287129032258062,16.361612903225804,265.349064527,0.04954954321126959,0.0020686592456076393,-0.026595523820276412,0.5588320014596236,0.06724390182817923,0.04954954321126959,0.0,0.0033319046193297365,0.0033319046193297365,0.0
2025-08-31,-0.22428580645161297,15.843548387096773,282.455422064,0.06247455629441401,0.002283751812750272,0.07014763136245161,0.5605313842811106,0.06984131930704994,0.06247455629441401,0.0,0.004363305434724436,0.004363305434724436,0.0
2025-09-30,-0.4465483333333334,15.624,296.827029181,0.04962883568432286,0.0026176682483079667,0.04010835487551745,0.5408119302888196,0.0644673023791645,0.04962883568432286,0.0,0.003199437156787111,0.003199437156787111,0.0
2025-10-31,-0.5000461290322581,18.287419354838708,306.754593972,0.032898483936852685,0.0018202441507128458,-0.0066058795728825,0.5609356923878297,0.06252722518873004,0.032898483936852685,0.0,0.002057050913487406,0.002057050913487406,0.0
2025-11-30,-0.47504166666666686,19.58833333333333,305.853140887,-0.0029430047462657427,0.0013579071131179746,0.035805805298149807,0.5543979760161781,0.06292099493970653,0.0,-0.0029430047462657427,-0.0001851767867473191,0.0,-0.0001851767867473191
2025-12-31,-0.5143364516129032,15.317741935483872,307.671560031,0.005927795461293073,0.001289504185301657,0.038632908076017713,0.5244720922494917,0.05572019972561633,0.005927795461293073,0.0,0.000330297947035852,0.000330297947035852,0.0
2026-01-31,-0.3624445161290323,15.937096774193549,305.016061414,-0.00866841487307024,0.0018666860672526668,0.08665754466491649,0.5449148453825682,0.060580405577998896,0.0,-0.00866841487307024,-0.0005251360887289529,0.0,-0.0005251360887289529
2026-02-28,-0.1792317857142857,19.155,308.171933552,0.010293417447011066,0.0016079153431814138,0.11304368220732908,0.5355466436862144,0.05954039034616574,0.010293417447011066,0.0,0.0006128740927910717,0.0006128740927910717,0.0
2026-03-31,-0.08327096774193554,26.193870967741937,314.329476534,0.01978387107320323,0.0012812058444850816,-0.23001445895664308,0.5433647326863511,0.05823674920849362,0.01978387107320323,0.0,0.001152148338063308,0.001152148338063308,0.0
